10000507-wisit_sasanatieng	0d
kevin_costner	2434d
kevin_donovan	2435d
kevin_hooks	2436d
kevin_james_dobson	2437d
kevin_jordan	2438d
kevin_knoblock	2439d
kevin_lima	2440d
kevin_macdonald	2441d
kevin_munroe	2442d
kevin_reynolds	2443d
kevin_rodney_sullivan	2444d
kevin_s_tenney	2445d
kevin_seymour	2446d
kevin_spacey	2447d
kevin_williamson	2448d
khalo_matabane	2449d
khyentse_norbu	2450d
kiefer_sutherland	2451d
kieron-j-walsh	2452d
kihachi_okamoto	2453d
kihyung_park	2454d
kim-bartley	2455d
kim_henkel	2456d
kim_ji_woon	2457d
kim_ki_duk	2458d
kim_longinotto	2459d
kim_sangjin	2460d
kimberly_peirce	2461d
king_hu	2462d
king_vidor	2463d
kinji_fukasaku	2464d
kinka_usher	2465d
kirby_dick	2466d
kirk_de_micco	2467d
kirk_wong	2468d
kirsten_sheridan	2469d
kiyoshi_kurosawa	2470d
klaus_haro	2471d
kohtaru_terauchi	2472d
koji_kawano	2473d
kon_ichikawa	2474d
kris_isacsson	2475d
kristen_coury	2476d
kristian_levring	2477d
kristine_peterson	2478d
kristoffer_tabori	2479d
krzysztof_kieslowski	2480d
kuk_kwok_leung	2481d
kumkum_bhavnani	2482d
kunihiko_yuyama	2483d
kurt_neumann	2484d
kurt_voss	2485d
kurt_wimmer	2486d
kwontaek_im	2487d
lab_ky_mo	2488d
ladislaus_vajda	2489d
laetitia_colombani	2490d
lajos_koltai	2491d
lam_fookdei	2492d
lambert_hillyer	2493d
lamont_johnson	2494d
lance_hool	2495d
lance_mungia	2496d
lance_rivera	2497d
lance_young	2498d
lang_elliott	2499d
larry_and_andy_wachowski	2500d
larry_bishop	2501d
larry_blamire	2502d
larry_charles	2503d
larry_david	2504d
larry_fessenden	2505d
larry_leker	2506d
larry_peerce	2507d
larry_wachowski	2508d
lars_von_trier	2509d
laslo_benedek	2510d
lasse_aberg	2511d
lasse_spang_olsen	2512d
lauren_lazin	2513d
laurence_dunmore	2514d
laurence_malkin	2515d
laurence_olivier	2516d
laurent_cantet	2517d
laurent_firode	2518d
laurice_guillen	2519d
lavinia_currier	2520d
law_chun_lone	2521d
lawrence-bassoff	2522d
lawrence_guterman	2523d
lawrence_kasdan	2524d
lawrence_l_simeone	2525d
lea_pool	2526d
leander_haussmann	2527d
lee_daniels	2528d
lee_david_zlotoff	2529d
lee_frost	2530d
lee_grant	2531d
lee_h_katzin	2532d
lee_hirsch	2533d
lee_seungryeol	2534d
lee_stanley	2535d
lee_tamahori	2536d
len_wiseman	2537d
leni_riefenstahl	2538d
leo_mccarey	2539d
leon_gast	2540d
leon_ichaso	2541d
leonard_kastle	2542d
leonard_nimoy	2543d
leonid_boyko	2544d
leos_carax	2545d
les_blank	2546d
les_mayfield	2547d
lesley_selander	2548d
lesli_linka_glatter	2549d
leslie_arliss	2550d
leslie_goodwins	2551d
leslie_greif	2552d
leslie_h_martinson	2553d
leslie_megahey	2554d
leslie_norman	2555d
lew_landers	2556d
lewis_allen	2557d
lewis_coates	2558d
lewis_gilbert	2559d
lewis_john_carlino	2560d
lewis_milestone	2561d
lewis_seiler	2562d
lewis_teague	2563d
lexi_alexander	2564d
liam_lynch	2565d
liev_schreiber	2566d
lieven_debrauwer	2567d
lik_chi_lee	2568d
liliana_cavani	2569d
lina-wertmuller	2570d
linda_mendoza	2571d
lindsay_anderson	2572d
lionel-coleman	2573d
lionel_c_martin	2574d
lisa_cholodenko	2575d
lisa_gottlieb	2576d
lisa_krueger	2577d
lisa_lax	2578d
liz-friedlander	2579d
liz_garbus	2580d
lloyd_bacon	2581d
lloyd_kaufman	2582d
lone_scherfig	2583d
lou_adler	2584d
louis-saia	2585d
louis_ck	2586d
louis_j_gasnier	2587d
louis_leterrier	2588d
louis_malle	2589d
louis_morneau	2590d
lq_jones	2591d
lu_chuan	2592d
luc_besson	2593d
luc_jacquet	2594d
luca_bercovici	2595d
lucas_belvaux	2596d
luchino_visconti	2597d
lucile_hadzihalilovic	2598d
lucio_fulci	2599d
lucky_mckee	2600d
lucrecia_martel	2601d
luis_bunuel	2602d
luis_estrada	2603d
luis_llosa	2604d
luis_mandoki	2605d
luis_puenzo	2606d
luis_valdez	2607d
lukas_moodysson	2608d
luke_greenfield	2609d
lyndall_hobbs	2610d
lynn_hershmannleeson	2611d
lynn_roth	2612d
lynne-littman	2613d
lynne_ramsay	2614d
m_night_shyamalan	2615d
maciej-dutkiewicz	2616d
madison_monroe	2617d
madonna	2618d
maggie_greenwald	2619d
majid_majidi	2620d
makoto_shinkai	2621d
malcolm_d_lee	2622d
malcolm_leo	2623d
malcolm_mowbray	2624d
malik_bader	2625d
mamoru_oshii	2626d
manny_coto	2627d
manny_nathan_hahn	2628d
manoel_deoliveira	2629d
manuel_boursinhac	2630d
manuel_gomez_pereira	2631d
manuel_huerga	2632d
marc-schoelermann	2633d
marc_abraham	2634d
marc_caro	2635d
marc_evans	2636d
marc_forster	2637d
marc_levin	2638d
marc_rocco	2639d
marc_rosenbush	2640d
marc_rothemund	2641d
marc_singer_ii	2642d
marcel_camus	2643d
marcel_carne	2644d
marcel_langenegger	2645d
marcello_thedford	2646d
marcelo_pineyro	2647d
marco-kreuzpaintner	2648d
marco_bellocchio	2649d
marco_brambilla	2650d
marco_ferreri	2651d
marco_schnabel	2652d
marco_tullio_giordana	2653d
marcos-siega	2654d
marcus_adams	2655d
marcus_de_leon	2656d
marcus_nispel	2657d
marcus_raboy	2658d
marek_kanievska	2659d
marek_koterski	2660d
margarethe_von_trotta	2661d
maria_blom	2662d
maria_maggenti	2663d
maria_ripoll	2664d
mariano_barroso	2665d
mariejeanne_pascal	2666d
marilyn-agrelo	2667d
marina_de_van	2668d
marino_girolami	2669d
mario_bava	2670d
mario_monicelli	2671d
mario_van_peebles	2672d
marion_hansel	2673d
marion_vernoux	2674d
marisa_silver	2675d
marita_giovanni	2676d
mark_achbar	2677d
mark_cross	2678d
mark_decena	2679d
mark_dindal	2680d
mark_dippe	2681d
mark_disalle	2682d
mark_dornford_may	2683d
mark_goldblatt	2684d
mark_griffiths	2685d
mark_hanlon	2686d
mark_helfrich	2687d
mark_herman	2688d
mark_illsley	2689d
mark_joffe	2690d
mark_johnson	2691d
mark_jonathan_harris	2692d
mark_jones	2693d
mark_kitchell	2694d
mark_l_lester	2695d
mark_medoff	2696d
mark_milgard	2697d
mark_moskowitz	2698d
mark_mylod	2699d
mark_neveldine	2700d
mark_palansky	2701d
mark_pavia	2702d
mark_pellington	2703d
mark_piznarski	2704d
mark_robson	2705d
mark_rosman	2706d
mark_rucker	2707d
mark_rydell	2708d
mark_sandrich	2709d
mark_steven_johnson	2710d
mark_waters_viii	2711d
marleen_gorris	2712d
marlon_brando	2713d
marshall_brickman	2714d
marshall_herskovitz	2715d
marshall_lewy	2716d
martha-fiennes	2717d
martha_coolidge	2718d
martin_bell	2719d
martin_brest	2720d
martin_campbell	2721d
martin_davidson	2722d
martin_hynes	2723d
martin_kitrosser	2724d
martin_lawrence	2725d
martin_perreault	2726d
martin_ritt	2727d
martin_rosen	2728d
martin_scorsese	2729d
martin_stellman	2730d
martin_weisz	2731d
martin_wood	2732d
martina_kudlacek	2733d
martine_dugowson	2734d
martyn_burke	2735d
mary_cybulski	2736d
mary_harron	2737d
mary_lambert	2738d
mary_mcguckian	2739d
marziyeh-meshkin	2740d
masaki_kobayashi	2741d
masami-hata	2742d
masanori_hata	2743d
masayuki_suo	2744d
mat-whitecross	2745d
mathieu_kassovitz	2746d
matias-bize	2747d
mats_bigert	2748d
matt-busch	2749d
matt_dillon	2750d
matt_maiellaro	2751d
matt_reeves	2752d
matt_stone	2753d
matt_williams	2754d
matteo_garrone	2755d
matthew-saville	2756d
matthew_bright	2757d
matthew_broderick	2758d
matthew_harrison	2759d
matthew_irmas	2760d
matthew_ocallaghan	2761d
matthew_parkhill	2762d
matthew_robbins	2763d
matthew_ryan_hoge	2764d
matthew_vaughn	2765d
matthew_warchus	2766d
matty-rich	2767d
maurice_joyce_ii	2768d
maurice_phillips	2769d
maurice_pialat	2770d
max-ophuls	2771d
max_faerberboeck	2772d
maya_angelou	2773d
mcg	2774d
meghna-gulzar	2775d
meiert-avis	2776d
meir_zarchi	2777d
mel_brooks	2778d
mel_damski	2779d
mel_gibson	2780d
mel_smith	2781d
mel_stuart	2782d
melanie_mayron	2783d
melisa_wallack	2784d
melville_shavelson	2785d
melvin_frank	2786d
melvin_james	2787d
melvin_van_peebles	2788d
menahem_golan	2789d
menghwa_ho	2790d
mennan-yapo	2791d
menno_meyjes	2792d
mervyn_leroy	2793d
michael-o-sajbel	2794d
michael_akers	2795d
michael_apted	2796d
michael_austin	2797d
michael_bay	2798d
michael_blakemore	2799d
michael_blieden	2800d
michael_burke	2801d
michael_campus	2802d
michael_catonjones	2803d
michael_chapman	2804d
michael_cimino	2805d
michael_clancy	2806d
michael_coldewey	2807d
michael_corrente	2808d
michael_covert	2809d
michael_crichton	2810d
michael_cristofer	2811d
michael_cuesta	2812d
michael_curtiz	2813d
michael_davis_ii	2814d
michael_dinner	2815d
michael_dougherty	2816d
michael_dowse	2817d
michael_edwards	2818d
michael_goldenberg	2819d
michael_gornick	2820d
michael_gottlieb	2821d
michael_haneke	2822d
michael_haussman	2823d
michael_herz	2824d
michael_hoffman	2825d
michael_ian_black	2826d
michael_k_harris	2827d
michael_kalesniko	2828d
michael_karbelnikoff	2829d
michael_katleman	2830d
michael_lehmann	2831d
michael_lembeck	2832d
michael_lindsayhogg	2833d
michael_mak	2834d
michael_mann	2835d
michael_martin	2836d
michael_mayer	2837d
michael_mayer_vi	2838d
michael_mccullers	2839d
michael_mcgowan	2840d
michael_miller	2841d
michael_mongillo	2842d
michael_nankin	2843d
michael_oblowitz	2844d
michael_oherlihy	2845d
michael_patrick_king	2846d
michael_petroni_ii	2847d
michael_polish	2848d
michael_powell	2849d
michael_pressman	2850d
michael_radford	2851d
michael_ray_rhodes	2852d
michael_reeves	2853d
michael_ritchie	2854d
michael_rubbo	2855d
michael_rymer	2856d
michael_sarne	2857d
michael_schorr	2858d
michael_schultz	2859d
michael_showalter	2860d
michael_spierig	2861d
michael_steinberg	2862d
michael_straczynski	2863d
michael_tolkin	2864d
michael_tollin	2865d
michael_traeger	2866d
michael_vejar	2867d
michael_verhoeven	2868d
michael_wadleigh	2869d
michael_winner	2870d
michael_winterbottom	2871d
michel-ocelot	2872d
michel_blanc	2873d
michel_gondry	2874d
michel_negroponte	2875d
michele-bernier	2876d
michele_soavi	2877d
mick_garris	2878d
mick_jackson	2879d
mickey_liddell	2880d
miguel_arteta	2881d
mihalis_kakogiannis	2882d
mika-kaurismaki	2883d
mikael_ekman	2884d
mikael_hafstrom	2885d
mikael_kristersson	2886d
mikael_salomon	2887d
mike-bigelow	2888d
mike-gabriel	2889d
mike_barker	2890d
mike_binder	2891d
mike_cahill	2892d
mike_figgis	2893d
mike_hodges	2894d
mike_judge	2895d
mike_leigh	2896d
mike_maguire	2897d
mike_mendez	2898d
mike_mitchell	2899d
mike_nawrocki	2900d
mike_newell	2901d
mike_nichols	2902d
mike_van_diem	2903d
mike_white	2904d
mikhail_kalatozov	2905d
mikio_naruse	2906d
milcho_manchevski	2907d
milos_forman	2908d
milton_katselas	2909d
milton_moses_ginsberg	2910d
mimi_leder	2911d
mina_shum	2912d
mira_nair	2913d
miranda_july	2914d
mitch_davis	2915d
mitch_marcus	2916d
mitchell-altieri	2917d
mitchell_leisen	2918d
mitchell_lichtenstein	2919d
mo_ogrodnik	2920d
mohsen_makhmalbaf	2921d
moises_kaufman	2922d
monika_treut	2923d
monte_hellman	2924d
moonsang_kim	2925d
morgan_j_freeman	2926d
morgan_spurlock	2927d
mort_nathan	2928d
mort_ransen	2929d
morton_dacosta	2930d
moustapha_akkad	2931d
murray_lerner	2932d
mustafa_adouani	2933d
myles-berkowitz	2934d
myles_connell	2935d
nadia-tass	2936d
nadine_labaki	2937d
nagamine-tatsuya	2938d
nagisa_oshima	2939d
nahala_johnson	2940d
nana_dzhordzhadze	2941d
nancy_meckler	2942d
nancy_meyers	2943d
nancy_savoca	2944d
nanette_burstein	2945d
nanni_moretti	2946d
nardo_bonomi	2947d
nathan-frankowski	2948d
nathan_juran	2949d
nathaniel_kahn	2950d
neal_israel	2951d
neema_barnette	2952d
neil_abramson	2953d
neil_armfield	2954d
neil_burger	2955d
neil_jordan	2956d
neil_labute	2957d
neil_turitz	2958d
nelson_mccormick	2959d
newt_arnold	2960d
niall_johnson	2961d
nicholas-hope	2962d
nicholas_hytner	2963d
nicholas_kazan	2964d
nicholas_meyer	2965d
nicholas_ray	2966d
nicholas_stoller	2967d
nicholas_winding_refn	2968d
nick_broomfield	2969d
nick_cassavetes	2970d
nick_goossen	2971d
nick_hamm	2972d
nick_hurran	2973d
nick_love	2974d
nick_park	2975d
nick_willing	2976d
nick_zano	2977d
nickolas_perry	2978d
nico_mastorakis	2979d
nicolas_cage	2980d
nicolas_echevarria	2981d
nicolas_philibert	2982d
nicolas_roeg	2983d
nicole_holofcener	2984d
nicole_kassell	2985d
niels_mueller	2986d
nigel-cole	2987d
nigel_finch	2988d
niki_caro	2989d
nikita_mikhalkov	2990d
nils_tavernier	2991d
nimrd-antal	2992d
nir_bergman	2993d
nnegest_likke	2994d
noah_baumbach	2995d
noam_murro	2996d
noboru_iguchi	2997d
nobuhiro_yamashita	2998d
noel_black	2999d
nora_ephron	3000d
norberto_barba	3001d
norio_tsuruta	3002d
norman_ferguson	3003d
norman_foster	3004d
norman_jewison	3005d
norman_mailer	3006d
norman_mcleod	3007d
norman_panama	3008d
norman_rene	3009d
norman_taurog	3010d
norman_tokar	3011d
norman_z_mcleod	3012d
nunnally_johnson	3013d
nuri_bilge_ceylan	3014d
ol_parker	3015d
ole_bornedal	3016d
ole_christian_madsen	3017d
oliver_hirschbiegel	3018d
oliver_jongerlynck	3019d
oliver_parker	3020d
oliver_stone	3021d
olivier-marchal	3022d
olivier_assayas	3023d
olivier_dahan	3024d
olivier_ducastel	3025d
olivier_megaton	3026d
omar_naim	3027d
ondi_timoner	3028d
ondrej_trojan	3029d
orson_welles	3030d
othmar_schmiderer	3031d
otto_preminger	3032d
ousmane_sembene	3033d
oxide_pang_chun	3034d
pablo-berger	3035d
pablo_trapero	3036d
paddy_breathnach	3037d
pamela_yates	3038d
pan_nalin	3039d
paolo_barzman	3040d
paolo_taviani	3041d
paris-barclay	3042d
pascal_bonitzer	3043d
pascal_laugier	3044d
pascale_bailly	3045d
pascale_ferran	3046d
pat_oconner	3047d
pat_oconnor	3048d
pat_proft	3049d
patrice_chereau	3050d
patrice_leconte	3051d
patricia_cardoso	3052d
patricia_rozema	3053d
patrick-conrad	3054d
patrick_creadon	3055d
patrick_gilmore_iii	3056d
patrick_hasburgh	3057d
patrick_leung	3058d
patrick_lussier	3059d
patrick_read_johnson	3060d
patrick_stettner	3061d
patty_jenkins	3062d
paul_abascal	3063d
paul_anderson	3064d
paul_auster	3065d
paul_bales	3066d
paul_bartel	3067d
paul_bogart	3068d
paul_brickman	3069d
paul_dinello	3070d
paul_donovan	3071d
paul_f_ryan	3072d
paul_feig	3073d
paul_flaherty	3074d
paul_greengrass	3075d
paul_haggis	3076d
paul_j_bolger	3077d
paul_justman	3078d
paul_lazarus	3079d
paul_leni	3080d
paul_mazursky	3081d
paul_mcguigan	3082d
paul_michael_glaser	3083d
paul_miller	3084d
paul_moloney	3085d
paul_newman	3086d
paul_o_beale	3087d
paul_quinn	3088d
paul_rodriguez	3089d
paul_schrader	3090d
paul_sletaune	3091d
paul_thomas_anderson	3092d
paul_unwin	3093d
paul_verhoeven	3094d
paul_warner	3095d
paul_weiland	3096d
paul_weitz	3097d
paul_wendkos	3098d
paul_ziller	3099d
paula_van_der_oest	3100d
paulo-morelli	3101d
pauly_shore	3102d
pavel_chukhraj	3103d
pavel_lungin	3104d
pawel_pawlikowski	3105d
pedro_almodovar	3106d
peggy_holmes	3107d
pekka_parikka	3108d
pen_densham	3109d
penek_ratanaruang	3110d
penelope_spheeris	3111d
penny_marshall	3112d
per-fly	3113d
percy_adlon	3114d
perry-andelin-blake	3115d
perry_henzell	3116d
pete_schuermann	3117d
pete_travis	3118d
peter-antonijevic	3119d
peter-clifton	3120d
peter-faiman	3121d
peter_askin	3122d
peter_avanzino	3123d
peter_baldwin	3124d
peter_bogdanovich	3125d
peter_bonerz	3126d
peter_cattaneo	3127d
peter_chelsom	3128d
peter_collinson	3129d
peter_davis	3130d
peter_del_monte	3131d
peter_docter	3132d
peter_farrelly	3133d
peter_fonda	3134d
peter_george	3135d
peter_glenville	3136d
peter_greenaway	3137d
peter_h_hunt	3138d
peter_hall	3139d
peter_hastings	3140d
peter_hedges	3141d
peter_horton	3142d
peter_hyams	3143d
peter_israelson	3144d
peter_jackson	3145d
peter_joseph	3146d
peter_kassovitz	3147d
peter_kosminsky	3148d
peter_lord	3149d
peter_m_cohen	3150d
peter_macdonald	3151d
peter_manoogian	3152d
peter_markle	3153d
peter_masterson	3154d
peter_medak	3155d
peter_mullan	3156d
peter_ofallon	3157d
peter_r_hunt	3158d
peter_sasdy	3159d
peter_schonau_fog	3160d
peter_segal	3161d
peter_sehr	3162d
peter_sollett	3163d
peter_sykes	3164d
peter_tolan	3165d
peter_webber	3166d
peter_weir	3167d
peter_yates	3168d
petter_naess	3169d
peyton_reed	3170d
phil_alden_robinson	3171d
phil_joanou	3172d
phil_karlson	3173d
phil_morrison	3174d
phil_nibbelink	3175d
phil_roman	3176d
phil_vischer	3177d
philip_boston	3178d
philip_dunne	3179d
philip_goodhew	3180d
philip_haas	3181d
philip_jackson	3182d
philip_kaufman	3183d
philip_saville	3184d
philippe_claudel	3185d
philippe_de_broca	3186d
philippe_mora	3187d
phillip_borsos	3188d
phillip_noyce	3189d
phillip_rhee	3190d
phyllida_lloyd	3191d
pier_paolo_pasolini	3192d
pierre_boutron	3193d
pierre_de_moro	3194d
pierre_morel	3195d
pierre_salvadori	3196d
pierre_trividic	3197d
piers_haggard	3198d
pieter_jan_brugge	3199d
pietro_germi	3200d
ping_he	3201d
pitof	3202d
pixote-hunt	3203d
pj_castellaneta	3204d
pj_hogan	3205d
pj_pesce	3206d
po_chih_leong	3207d
pochih_leong	3208d
pontus_lowenhielm	3209d
pooja_bhatt	3210d
prachya_pinkaew	3211d
pradeep-sarkar	3212d
pravin_kanth	3213d
preston-a-whitmore-ii	3214d
preston_sturges	3215d
prince	3216d
pupi_avati	3217d
quanan_wang	3218d
quentin_lawrence	3219d
quentin_tarantino	3220d
rachel_talalay	3221d
rachid_bouchareb	3222d
radu_mihaileanu	3223d
rafal_zielinski	3224d
rainer_werner_fassbinder	3225d
raja_amari	3226d
raja_gosnell	3227d
rakhshan_bani_etemad	3228d
ralph_bakshi	3229d
ralph_nelson	3230d
ralph_s_singleton	3231d
ralph_thomas	3232d
ram_sathya	3233d
ramin_serry	3234d
ramon_menendez	3235d
randa_haines	3236d
randal_kleiser	3237d
randall_miller	3238d
randall_wallace	3239d
raoul_peck	3240d
raoul_ruiz	3241d
raoul_walsh	3242d
rawson_marshall_thurber	3243d
ray-muller	3244d
ray_burdis	3245d
ray_enright	3246d
ray_kellogg	3247d
ray_lawrence	3248d
raymond_de_felitta	3249d
reb_braddock	3250d
rebecca_miller	3251d
reggie-rock-bythewood	3252d
reginald_hudlin	3253d
reginald_le_borg	3254d
regis_wargnier	3255d
rene_clair	3256d
rene_clement	3257d
rene_laloux	3258d
renny_bartlett	3259d
renny_harlin	3260d
reva_rose	3261d
reverge_anselmo	3262d
rich_christiano	3263d
rich_wilkes	3264d
richard_attenborough	3265d
richard_benjamin	3266d
richard_brooks_i	3267d
richard_c_sarafian	3268d
richard_compton	3269d
richard_curtis	3270d
richard_donner	3271d
richard_dutcher	3272d
richard_eyre	3273d
richard_fleischer	3274d
richard_friedenberg	3275d
richard_friedman	3276d
richard_glatzer	3277d
richard_greenberg	3278d
richard_kwietniowski	3279d
richard_lagravenese	3280d
richard_lang	3281d
richard_lester	3282d
richard_linklater	3283d
richard_loncraine	3284d
richard_lowenstein	3285d
richard_marquand	3286d
richard_pearce	3287d
richard_pryor	3288d
richard_quine	3289d
richard_rich	3290d
richard_roxburgh	3291d
richard_rush	3292d
richard_schenkman	3293d
richard_shepard	3294d
richard_spence	3295d
richard_t_heffron	3296d
richard_talmadge	3297d
richard_taylor	3298d
richard_thorpe	3299d
richard_tuggle	3300d
richard_w_haines	3301d
richard_wenk	3302d
richard_wherrett	3303d
richard_whorf	3304d
richard_williams	3305d
rick-rosenthal	3306d
rick_de_oliveira	3307d
rick_famuyiwa	3308d
rick_friedberg	3309d
rick_stevenson	3310d
ricky_tognazzi	3311d
ringo_lam	3312d
rip_torn	3313d
risa_bramon_garcia	3314d
rob-king	3315d
rob-vanalkemade	3316d
rob_bowman	3317d
rob_cohen	3318d
rob_hardy	3319d
rob_hedden	3320d
rob_marshall	3321d
rob_mckittrick	3322d
rob_minkoff	3323d
rob_moss	3324d
rob_pritts	3325d
rob_reiner	3326d
rob_schmidt	3327d
rob_sitch	3328d
rob_zombie	3329d
robert-downey-sr	3330d
robert-kaylor	3331d
robert_aldrich	3332d
robert_allan_ackerman	3333d
robert_allman	3334d
robert_altman	3335d
robert_b_weide	3336d
robert_ben_garant	3337d
robert_benton	3338d
robert_bierman	3339d
robert_bresson	3340d
robert_butler	3341d
robert_c_cooper	3342d
robert_cary	3343d
robert_clouse	3344d
robert_d_webb	3345d
robert_dalva	3346d
robert_de_niro	3347d
robert_defranco	3348d
robert_diaz_leroy	3349d
robert_dornhelm	3350d
robert_duvall	3351d
robert_ellis_miller	3352d
robert_epstein	3353d
robert_f_hill	3354d
robert_flaherty	3355d
robert_florey	3356d
robert_frank	3357d
robert_fuest	3358d
robert_greenwald	3359d
robert_guediguian	3360d
robert_guenette	3361d
robert_hamer	3362d
robert_harling	3363d
robert_harmon	3364d
robert_hiltzik	3365d
robert_houston	3366d
robert_iscove	3367d
robert_j_rosenthal	3368d
robert_klane	3369d
robert_kurtzman	3370d
robert_lee_king	3371d
robert_lepage	3372d
robert_lieberman	3373d
robert_longo	3374d
robert_luketic	3375d
robert_m_young	3376d
robert_mandel	3377d
robert_marcarelli	3378d
robert_moore	3379d
robert_moresco	3380d
robert_mugge	3381d
robert_mulligan	3382d
robert_n_bradbury	3383d
robert_parrish	3384d
robert_pirosh	3385d
robert_radler	3386d
robert_ramirez	3387d
robert_redford	3388d
robert_rodriguez	3389d
robert_rosen	3390d
robert_rossen	3391d
robert_schwentke	3392d
robert_shallcross	3393d
robert_shaye	3394d
robert_singer	3395d
robert_siodmak	3396d
robert_stevenson	3397d
robert_tinnell	3398d
robert_towne	3399d
robert_townsend	3400d
robert_wiene	3401d
robert_wise	3402d
robert_z_leonard	3403d
robert_zemeckis	3404d
roberto_benabib	3405d
roberto_benigni	3406d
roberto_rossellini	3407d
robin-hardy	3408d
robin_budd	3409d
robin_swicord	3410d
rod_daniel	3411d
rod_hardy	3412d
rod_lurie	3413d
roderick_giles	3414d
rodman_flender	3415d
rodney_amateau	3416d
rodney_gibbons	3417d
roger_allers	3418d
roger_avary	3419d
roger_christian	3420d
roger_corman	3421d
roger_donaldson	3422d
roger_gnoan_mbala	3423d
roger_kumble	3424d
roger_michell	3425d
roger_nygard	3426d
roger_spottiswoode	3427d
roger_vadim	3428d
roko_belic	3429d
roland_emmerich	3430d
roland_joffe	3431d
roland_suso_richter	3432d
roland_west	3433d
rolf-schubel	3434d
rolf_de_heer	3435d
roman_coppola	3436d
roman_polanski	3437d
romuald_karmakar	3438d
ron-casden	3439d
ron_clements	3440d
ron_howard	3441d
ron_oliver	3442d
ron_shelton	3443d
ron_underwood	3444d
ronald_f_maxwell	3445d
ronald_neame	3446d
ronny_yu	3447d
rory-kelly	3448d
rosanna_arquette	3449d
rose_troche	3450d
ross-kauffman	3451d
rouben_mamoulian	3452d
rowan-woods	3453d
rowdy_herrington	3454d
roy_allen_smith	3455d
roy_andersson	3456d
roy_boulting	3457d
roy_del_ruth	3458d
roy_rowland	3459d
roy_ward_baker	3460d
roy_william_neill	3461d
rubi_zack	3462d
rudolph_mate	3463d
rudy_de_luca	3464d
ruggero_deodato	3465d
rupert_harvey	3466d
rupert_julian	3467d
rupert_murray	3468d
rupert_wainwright	3469d
russ_mayberry	3470d
russ_meyer	3471d
russell_mulcahy	3472d
rusty_cundieff	3473d
ruud_van_hemert	3474d
ryan-little	3475d
ryan_fleck	3476d
ryan_murphy	3477d
ryan_parrott	3478d
ryan_thomas	3479d
ryosuke_takahashi	3480d
ryu_murakami	3481d
s_sylvan_simon	3482d
sally_mattison	3483d
sally_potter	3484d
sam-dunn	3485d
sam-garbarski	3486d
sam_firstenberg	3487d
sam_green	3488d
sam_henry_kass	3489d
sam_jones	3490d
sam_mendes	3491d
sam_miller	3492d
sam_peckinpah	3493d
sam_pillsbury	3494d
sam_raimi	3495d
sam_wanamaker	3496d
sam_weisman	3497d
sam_wood	3498d
samir	3499d
samira_makhmalbaf	3500d
sammohungkambo	3501d
samuel_fuller	3502d
sanaa_hamri	3503d
sandi_dubowski	3504d
sandor_stern	3505d
sandra_goldbacher	3506d
sandra_nettelbeck	3507d
sandra_werneck	3508d
sandy_tung	3509d
sangok_shin	3510d
sanjay-gadhavi	3511d
santosh_sivan	3512d
sara_botsford	3513d
sara_st_onge	3514d
sara_sugarman	3515d
sarah-gavron	3516d
sarah-robertson	3517d
sarah-watt	3518d
sarah_kelly	3519d
sarah_kernochan	3520d
sarah_polley	3521d
satoshi_kon	3522d
satyajit_ray	3523d
saul_dibb	3524d
saul_metzstein	3525d
savage_steve_holland	3526d
scott-kalvert	3527d
scott_alexander	3528d
scott_coffey	3529d
scott_elliott_ii	3530d
scott_frank	3531d
scott_galloway	3532d
scott_glosserman	3533d
scott_hamilton_kennedy	3534d
scott_hicks	3535d
scott_j_gill	3536d
scott_mcgehee	3537d
scott_prendergast	3538d
scott_silver	3539d
scott_winant	3540d
scott_wiper	3541d
scott_ziehl	3542d
sean-fine	3543d
sean-mathias	3544d
sean_anders	3545d
sean_ellis	3546d
sean_mcnamara	3547d
sean_penn	3548d
sean_s_cunningham	3549d
seijun_suzuki	3550d
selwyn-roberts	3551d
senthil_kumar	3552d
sergei-bodrov	3553d
sergei_bondarchuk	3554d
sergei_eisenstein	3555d
sergei_parajanov	3556d
sergey_bodrov	3557d
sergio_corbucci	3558d
sergio_leone	3559d
serif-goren	3560d
seth_gordon	3561d
seth_kearsley	3562d
seth_zvi_rosenfeld	3563d
sf_brownrigg	3564d
shainee_gabel	3565d
shane_black	3566d
shane_carruth	3567d
shane_meadows	3568d
shari_springer_berman	3569d
sharon-maguire	3570d
sharon_pollack	3571d
shawn_bannon	3572d
shekhar_kapur	3573d
sheldon_lettich	3574d
shelly_garrett	3575d
sherm_cohen	3576d
sherman_alexie	3577d
shigehiro_ozawa	3578d
shinichiro_watanabe	3579d
shinji_aramaki	3580d
shinsuke_sato	3581d
shinya_tsukamoto	3582d
shion_sono	3583d
shirley-sun	3584d
shirley_barrett	3585d
shohei_imamura	3586d
shona_auerbach	3587d
shunji_iwai	3588d
siddharth_randeria	3589d
siddiq_barmak	3590d
sidney_franklin	3591d
sidney_furie	3592d
sidney_gilliat	3593d
sidney_j_furie	3594d
sidney_lanfield	3595d
sidney_lumet	3596d
sidney_poitier	3597d
silvio_narizzano	3598d
silvio_soldini	3599d
simon_brand	3600d
simon_callow	3601d
simon_hunter	3602d
simon_langton	3603d
simon_shore	3604d
simon_wells	3605d
simon_west	3606d
simon_wincer	3607d
skip_woods	3608d
slava_tsukerman	3609d
slobodan_sijan	3610d
sofia_coppola	3611d
